,jobId,Industry,Departments,workType
1346,40732406,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1347,40732604,Insurance & Superannuation,Underwriting,Full Time
1348,40733705,Insurance & Superannuation,Risk Consulting,Full Time
1349,40735586,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1350,40735587,Education & Training,Other,Full Time
1351,40736093,Consulting & Strategy,Analysts,Full Time
1352,40737322,Information & Communication Technology,Other,Full Time
1353,40743840,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1354,40743938,Consulting & Strategy,Strategy & Planning,Full Time
1355,40743939,Information & Communication Technology,Business/Systems Analysts,Full Time
1356,40743940,Government & Defence,Government - State,Full Time
1357,40743941,Government & Defence,Government - State,Full Time
1358,40743942,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1359,40743943,Government & Defence,Government - State,Full Time
1360,40743970,Information & Communication Technology,Engineering - Software,Full Time
1361,40743971,Education & Training,Other,Full Time
1362,40747655,Consulting & Strategy,Analysts,Full Time
1363,40747656,Information & Communication Technology,Business/Systems Analysts,Full Time
1364,40747657,Government & Defence,Government - State,Full Time
1365,40747658,Government & Defence,Government - State,Full Time
1366,40749874,Engineering,Water & Waste Engineering,Full Time
1367,40749875,Government & Defence,Government - State,Full Time
1368,40755087,Banking & Financial Services,Other,Contract/Temp
1369,40755462,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1370,40755668,Information & Communication Technology,Other,Full Time
1371,40760443,Information & Communication Technology,Consultants,Full Time
1372,40762164,Banking & Financial Services,Analysis & Reporting,Full Time
1373,40777408,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1374,40778646,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1375,40779147,Information & Communication Technology,Engineering - Software,Full Time
1376,40779701,Information & Communication Technology,Other,Full Time
1377,40783234,Consulting & Strategy,Analysts,Full Time
1378,40785518,Information & Communication Technology,Consultants,Full Time
1379,40787483,Information & Communication Technology,Consultants,Full Time
1380,40792968,Information & Communication Technology,Developers/Programmers,Contract/Temp
1381,40794915,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1382,40795453,Information & Communication Technology,Developers/Programmers,Full Time
1383,40800810,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1384,40804035,Information & Communication Technology,Telecommunications,Full Time
1385,40808464,Information & Communication Technology,Developers/Programmers,Contract/Temp
1386,40809090,Information & Communication Technology,Other,Contract/Temp
1387,40809510,Information & Communication Technology,Database Development & Administration,Full Time
1388,40810758,Banking & Financial Services,Analysis & Reporting,Full Time
1389,40811198,Information & Communication Technology,Other,Full Time
1390,40812696,Science & Technology,Stockbroking & Trading,Full Time
1391,40815162,Information & Communication Technology,Other,Full Time
1392,40816129,Marketing & Communications,Digital & Search Marketing,Full Time
1393,40816549,Consulting & Strategy,Analysts,Full Time
1394,40818419,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1395,40820430,Consulting & Strategy,Analysts,Full Time
1396,40825875,Information & Communication Technology,Other,Full Time
1397,40826295,Information & Communication Technology,Other,Full Time
1398,40826472,Information & Communication Technology,Other,Contract/Temp
1399,40828464,Information & Communication Technology,Consultants,Full Time
1400,40829063,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1401,40829086,Science & Technology,Biological & Biomedical Sciences,Full Time
1402,40829238,Information & Communication Technology,Business/Systems Analysts,Full Time
1403,40829491,Information & Communication Technology,Business/Systems Analysts,Full Time
1404,40831908,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1405,40833693,Information & Communication Technology,Business/Systems Analysts,Full Time
1406,40840712,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1407,40841551,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1408,40842550,Information & Communication Technology,Database Development & Administration,Contract/Temp
1409,40843019,Information & Communication Technology,Engineering - Software,Full Time
1410,40845962,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1411,40849786,Information & Communication Technology,Consultants,Contract/Temp
1412,40850697,Information & Communication Technology,Engineering - Software,Contract/Temp
1413,40850962,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1414,40853708,Consulting & Strategy,Management & Change Consulting,Full Time
1415,40854097,Banking & Financial Services,Analysis & Reporting,Full Time
1416,40855996,Information & Communication Technology,Other,Full Time
1417,40856469,Information & Communication Technology,Consultants,Full Time
1418,40858790,Banking & Financial Services,Analysis & Reporting,Full Time
1419,40863579,Information & Communication Technology,Engineering - Software,Full Time
1420,40871531,Education & Training,Research & Fellowships,Full Time
1421,40874707,Information & Communication Technology,Engineering - Software,Full Time
1422,40874843,Information & Communication Technology,Other,Full Time
1423,40875051,Information & Communication Technology,Other,Full Time
1424,40876891,Information & Communication Technology,Other,Contract/Temp
1425,40877750,Information & Communication Technology,Other,Full Time
1426,40877785,Marketing & Communications,Digital & Search Marketing,Full Time
1427,40880268,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1428,40881617,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1429,40882263,Information & Communication Technology,Consultants,Contract/Temp
1430,40884416,Information & Communication Technology,Database Development & Administration,Full Time
1431,40884494,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1432,40885551,Banking & Financial Services,Analysis & Reporting,Full Time
1433,40894132,Information & Communication Technology,Database Development & Administration,Contract/Temp
1434,40894989,Information & Communication Technology,Developers/Programmers,Full Time
1435,40894998,Information & Communication Technology,Consultants,Full Time
1436,40895426,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1437,40895432,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1438,40898081,Information & Communication Technology,Engineering - Software,Full Time
1439,40898619,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1440,40899081,Science & Technology,"Mathematics, Statistics & Information Sciences",Part Time
1441,40906909,Human Resources & Recruitment,Other,Full Time
1442,40909757,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1443,40910836,Information & Communication Technology,Database Development & Administration,Contract/Temp
1444,40911298,Information & Communication Technology,Developers/Programmers,Full Time
1445,40911670,Information & Communication Technology,Database Development & Administration,Full Time
1446,40918345,Information & Communication Technology,Database Development & Administration,Contract/Temp
1447,40918942,Information & Communication Technology,Developers/Programmers,Contract/Temp
1448,40925535,Information & Communication Technology,Database Development & Administration,Full Time
1449,40931693,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1450,40935512,Information & Communication Technology,Other,Full Time
1451,40935563,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1452,40937456,Information & Communication Technology,Other,Full Time
1453,40944181,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1454,40947347,Information & Communication Technology,Other,Contract/Temp
1455,40948587,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1456,40952149,Information & Communication Technology,Business/Systems Analysts,Full Time
1457,40953958,Information & Communication Technology,Engineering - Software,Full Time
1458,40955895,Information & Communication Technology,Database Development & Administration,Full Time
1459,40955896,Government & Defence,Government - Federal,Full Time
1460,40957005,Information & Communication Technology,Database Development & Administration,Full Time
1461,40957006,Government & Defence,Government - Federal,Full Time
1462,40957827,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1463,40961965,Consulting & Strategy,Analysts,Contract/Temp
1464,40963141,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1465,40963229,Information & Communication Technology,Database Development & Administration,Contract/Temp
1466,40963644,Information & Communication Technology,Developers/Programmers,Full Time
1467,40964260,Information & Communication Technology,Database Development & Administration,Contract/Temp
1468,40965621,Information & Communication Technology,Developers/Programmers,Full Time
1469,40965716,Information & Communication Technology,Database Development & Administration,Full Time
1470,40973121,Information & Communication Technology,Developers/Programmers,Full Time
1471,40978246,Banking & Financial Services,Analysis & Reporting,Full Time
1472,40978610,Information & Communication Technology,Consultants,Full Time
1473,40980690,Information & Communication Technology,Developers/Programmers,Contract/Temp
1474,40980952,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1475,40984734,Banking & Financial Services,Analysis & Reporting,Full Time
1476,40985952,Information & Communication Technology,Database Development & Administration,Full Time
1477,40986414,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1478,40987520,Information & Communication Technology,Developers/Programmers,Full Time
1479,40992792,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1480,40996054,Information & Communication Technology,Engineering - Software,Part Time
1481,40996056,Information & Communication Technology,Business/Systems Analysts,Part Time
1482,41000801,Banking & Financial Services,Other,Full Time
1483,41003793,Information & Communication Technology,Other,Full Time
1484,41004599,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1485,41010433,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1486,41012629,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1487,41012846,Insurance & Superannuation,Risk Consulting,Full Time
1488,41013989,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1489,41016053,Information & Communication Technology,Engineering - Software,Part Time
1490,41016997,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1491,41022689,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1492,41023818,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1493,41024416,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1494,41029792,Information & Communication Technology,Other,Contract/Temp
1495,41033578,Information & Communication Technology,Engineering - Software,Full Time
1496,41036381,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1497,41037334,Consulting & Strategy,Analysts,Full Time
1498,41026878,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1499,41047024,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1500,41047636,Information & Communication Technology,Consultants,Full Time
1501,41048460,Information & Communication Technology,Engineering - Software,Full Time
1502,41050968,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1503,41052770,Information & Communication Technology,Engineering - Software,Full Time
1504,41059582,Information & Communication Technology,Engineering - Software,Full Time
1505,41060119,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1506,41064177,Information & Communication Technology,Engineering - Software,Full Time
1507,41064179,Information & Communication Technology,Engineering - Software,Full Time
1508,41064180,Information & Communication Technology,Engineering - Software,Full Time
1509,41066048,Consulting & Strategy,Analysts,Full Time
1510,41066222,Information & Communication Technology,Other,Contract/Temp
1511,41070046,"Manufacturing, Transport & Logistics",Analysis & Reporting,Contract/Temp
1512,41073174,Information & Communication Technology,Business/Systems Analysts,Full Time
1513,41076215,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1514,41082292,CEO & General Management,Other,Full Time
1515,41088023,Marketing & Communications,Digital & Search Marketing,Full Time
1516,41088332,Information & Communication Technology,Other,Full Time
1517,41092036,Information & Communication Technology,Other,Contract/Temp
1518,41093642,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1519,41094434,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1520,41094699,Information & Communication Technology,Database Development & Administration,Full Time
1521,41097773,Information & Communication Technology,Business/Systems Analysts,Full Time
1522,41098528,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1523,41103899,Banking & Financial Services,Analysis & Reporting,Contract/Temp
1524,41104332,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1525,41105511,Information & Communication Technology,Other,Full Time
1526,41107396,Information & Communication Technology,Engineering - Software,Full Time
1527,41111352,Information & Communication Technology,Database Development & Administration,Full Time
1528,41114403,Science & Technology,Biological & Biomedical Sciences,Full Time
1529,41114772,Consulting & Strategy,Other,Full Time
1530,41118345,Information & Communication Technology,Other,Contract/Temp
1531,41118371,Information & Communication Technology,Database Development & Administration,Full Time
1532,41134168,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1533,41137739,Information & Communication Technology,Other,Contract/Temp
1534,41139690,Information & Communication Technology,Developers/Programmers,Full Time
1535,41139918,Banking & Financial Services,Other,Full Time
1536,41146665,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1537,41152863,Information & Communication Technology,Consultants,Full Time
1538,41156696,Information & Communication Technology,Other,Full Time
1539,41159600,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1540,41162534,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1541,41162721,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1542,41162815,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1543,41168547,Information & Communication Technology,Consultants,Full Time
1544,41172760,Information & Communication Technology,Database Development & Administration,Full Time
1545,41175402,Information & Communication Technology,Other,Contract/Temp
1546,41175648,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1547,41175728,Information & Communication Technology,Engineering - Software,Full Time
1548,41177939,Information & Communication Technology,Database Development & Administration,Full Time
1549,41178628,Information & Communication Technology,Consultants,Full Time
1550,41178815,Science & Technology,Modelling & Simulation,Contract/Temp
1551,41181244,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1552,41183557,Information & Communication Technology,Other,Full Time
1553,41184361,Information & Communication Technology,Other,Contract/Temp
1554,41185121,Information & Communication Technology,Database Development & Administration,Full Time
1555,41190741,Information & Communication Technology,Engineering - Software,Full Time
1556,41191123,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1557,41195127,Banking & Financial Services,Analysis & Reporting,Full Time
1558,41196333,Information & Communication Technology,Consultants,Contract/Temp
1559,41196414,Government & Defence,Government - Federal,Contract/Temp
1560,41196630,Government & Defence,Government - Federal,Contract/Temp
1561,41201732,Information & Communication Technology,Other,Full Time
1562,41201820,Information & Communication Technology,Engineering - Software,Contract/Temp
1563,41201998,Information & Communication Technology,Consultants,Full Time
1564,41202049,Information & Communication Technology,Other,Contract/Temp
1565,41204801,Education & Training,Other,Full Time
1566,41204802,Government & Defence,Government - State,Full Time
1567,41209208,Government & Defence,Government - Federal,Contract/Temp
1568,41212016,Marketing & Communications,Digital & Search Marketing,Full Time
1569,41212059,Marketing & Communications,Digital & Search Marketing,Full Time
1570,41215778,"Mining, Resources & Energy",Other,Full Time
1571,41216460,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1572,41217993,Marketing & Communications,Market Research & Analysis,Full Time
1573,41219285,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1574,41221393,Information & Communication Technology,Database Development & Administration,Contract/Temp
1575,41221675,"Mining, Resources & Energy",Analysis & Reporting,Full Time
1576,41223086,Information & Communication Technology,Developers/Programmers,Full Time
1577,41228514,Information & Communication Technology,Other,Full Time
1578,41229164,Information & Communication Technology,Engineering - Software,Full Time
1579,41233213,Information & Communication Technology,Other,Full Time
1580,41233915,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1581,41241142,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1582,41242575,Information & Communication Technology,Developers/Programmers,Contract/Temp
1583,41246961,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1584,41251239,Science & Technology,Biological & Biomedical Sciences,Full Time
1585,41251774,Banking & Financial Services,Analysis & Reporting,Full Time
1586,41251877,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1587,41252140,Information & Communication Technology,Database Development & Administration,Full Time
1588,41255298,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1589,41257038,Marketing & Communications,Digital & Search Marketing,Full Time
1590,41257048,Marketing & Communications,Digital & Search Marketing,Full Time
1591,41261036,Information & Communication Technology,Database Development & Administration,Contract/Temp
1592,41263941,Information & Communication Technology,Database Development & Administration,Contract/Temp
1593,41267859,Information & Communication Technology,Developers/Programmers,Full Time
1594,41272116,Banking & Financial Services,Analysis & Reporting,Full Time
1595,41272859,Information & Communication Technology,Engineering - Software,Full Time
1596,41273155,Banking & Financial Services,Analysis & Reporting,Contract/Temp
1597,41273574,Banking & Financial Services,Analysis & Reporting,Full Time
1598,41273929,Information & Communication Technology,Consultants,Full Time
1599,41281823,Information & Communication Technology,Engineering - Software,Full Time
1600,41282028,Banking & Financial Services,Compliance & Risk,Full Time
1601,41284491,Information & Communication Technology,Developers/Programmers,Full Time
1602,41284514,Information & Communication Technology,Other,Full Time
1603,41285258,Consulting & Strategy,Analysts,Full Time
1604,41290529,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1605,41292071,Information & Communication Technology,Consultants,Full Time
1606,41292283,Consulting & Strategy,Analysts,Full Time
1607,41292862,Information & Communication Technology,Other,Full Time
1608,41296024,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1609,41299477,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1610,41302770,Information & Communication Technology,Developers/Programmers,Full Time
1611,41303284,Information & Communication Technology,Developers/Programmers,Contract/Temp
1612,41304209,Information & Communication Technology,Developers/Programmers,Full Time
1613,41308922,Information & Communication Technology,Other,Contract/Temp
1614,41311514,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1615,41316613,Science & Technology,Modelling & Simulation,Contract/Temp
1616,41317270,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1617,41319174,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1618,41320200,Information & Communication Technology,Engineering - Software,Full Time
1619,41323449,"Mining, Resources & Energy",Analysis & Reporting,Full Time
1620,41325354,Information & Communication Technology,Other,Full Time
1621,41326293,Information & Communication Technology,Engineering - Software,Full Time
1622,41330563,Banking & Financial Services,Analysis & Reporting,Full Time
1623,41337231,Marketing & Communications,Digital & Search Marketing,Full Time
1624,41337246,Marketing & Communications,Digital & Search Marketing,Full Time
1625,41341444,Science & Technology,Other,Full Time
1626,41343172,Information & Communication Technology,Business/Systems Analysts,Full Time
1627,41345156,Information & Communication Technology,Other,Contract/Temp
1628,41350401,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1629,41358026,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1630,41362781,Information & Communication Technology,Consultants,Contract/Temp
1631,41363568,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1632,41365564,Government & Defence,Other,Full Time
1633,41365565,Government & Defence,Government - Federal,Full Time
1634,41365572,Government & Defence,Other,Full Time
1635,41365573,Government & Defence,Government - Federal,Full Time
1636,41365574,Government & Defence,Other,Full Time
1637,41365575,Government & Defence,Government - Federal,Full Time
1638,50009233,Information & Communication Technology,Other,Full Time
1639,50009579,Information & Communication Technology,Engineering - Software,Full Time
1640,50011560,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1641,50012304,Information & Communication Technology,Other,Full Time
1642,50014854,Information & Communication Technology,Management,Contract/Temp
1643,50030828,Information & Communication Technology,Architects,Full Time
1644,50032919,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1645,50032920,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1646,50042381,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1647,50042382,Government & Defence,Government - Federal,Full Time
1648,50042391,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1649,50042392,Government & Defence,Government - Federal,Full Time
1650,50042395,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1651,50042396,Government & Defence,Government - Federal,Full Time
1652,50045846,Information & Communication Technology,Business/Systems Analysts,Full Time
1653,50046020,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1654,50047050,Information & Communication Technology,Engineering - Software,Full Time
1655,50047097,Insurance & Superannuation,Actuarial,Full Time
1656,50049315,Consulting & Strategy,Analysts,Contract/Temp
1657,50049858,Information & Communication Technology,Developers/Programmers,Contract/Temp
1658,50049886,Information & Communication Technology,Developers/Programmers,Contract/Temp
1659,50049892,Information & Communication Technology,Developers/Programmers,Contract/Temp
1660,50049899,Information & Communication Technology,Developers/Programmers,Contract/Temp
1661,50049907,Information & Communication Technology,Developers/Programmers,Contract/Temp
1662,50049910,Information & Communication Technology,Developers/Programmers,Contract/Temp
1663,50049917,Information & Communication Technology,Developers/Programmers,Contract/Temp
1664,50051375,Information & Communication Technology,Other,Full Time
1665,50054797,Information & Communication Technology,Developers/Programmers,Full Time
1666,50055399,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1667,50056288,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1668,50059301,Information & Communication Technology,Other,Full Time
1669,50062559,"Mining, Resources & Energy",Mining - Engineering & Maintenance,Contract/Temp
1670,50063475,Information & Communication Technology,Database Development & Administration,Full Time
1671,50065102,Information & Communication Technology,Architects,Full Time
1672,50068047,Consulting & Strategy,Analysts,Contract/Temp
1673,50070808,Information & Communication Technology,Other,Contract/Temp
1674,50072311,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1675,50072923,Information & Communication Technology,Developers/Programmers,Contract/Temp
1676,50077256,Information & Communication Technology,Consultants,Full Time
1677,50085283,Information & Communication Technology,Consultants,Full Time
1678,50088640,Information & Communication Technology,Other,Contract/Temp
1679,50094828,Information & Communication Technology,Other,Contract/Temp
1680,50095022,Information & Communication Technology,Other,Contract/Temp
1681,50095173,Information & Communication Technology,Other,Contract/Temp
1682,50095468,Government & Defence,Government - Federal,Contract/Temp
1683,50095486,Information & Communication Technology,Other,Contract/Temp
1684,50095735,Information & Communication Technology,Other,Contract/Temp
1685,50095929,Information & Communication Technology,Other,Contract/Temp
1686,50096308,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1687,50096559,Information & Communication Technology,Other,Contract/Temp
1688,50100335,Information & Communication Technology,Database Development & Administration,Contract/Temp
1689,50101034,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1690,50102837,Information & Communication Technology,Other,Full Time
1691,50102838,Government & Defence,Government - State,Full Time
1692,50104038,Information & Communication Technology,Database Development & Administration,Contract/Temp
1693,50105177,Information & Communication Technology,Developers/Programmers,Full Time
1694,50107412,Government & Defence,Government - State,Full Time
1695,50109374,Information & Communication Technology,Other,Full Time
1696,50109811,Information & Communication Technology,Other,Contract/Temp
1697,50125813,Information & Communication Technology,Other,Contract/Temp
1698,50128877,Information & Communication Technology,Other,Full Time
1699,50131066,Information & Communication Technology,Database Development & Administration,Contract/Temp
1700,50141872,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1701,50144278,Information & Communication Technology,Developers/Programmers,Full Time
1702,50145900,Information & Communication Technology,Developers/Programmers,Full Time
1703,50158684,Information & Communication Technology,Architects,Full Time
1704,50160561,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1705,50173686,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1706,50175290,Information & Communication Technology,Engineering - Software,Contract/Temp
1707,50175291,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1708,50175971,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1709,50180009,Information & Communication Technology,Other,Full Time
1710,50184570,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1711,50193330,Information & Communication Technology,Other,Full Time
1712,50198562,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1713,50200263,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1714,50200327,Information & Communication Technology,Engineering - Software,Full Time
1715,50204263,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1716,50214501,Construction,Other,Full Time
1717,50214886,Healthcare & Medical,Clinical/Medical Research,Full Time
1718,50217120,Consulting & Strategy,Analysts,Contract/Temp
1719,50217773,Information & Communication Technology,Other,Full Time
1720,50220847,Information & Communication Technology,Business/Systems Analysts,Full Time
1721,50222198,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1722,50227915,Information & Communication Technology,Engineering - Software,Contract/Temp
1723,50229473,Information & Communication Technology,Other,Full Time
1724,50230115,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1725,50232597,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1726,50234085,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1727,50235754,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1728,50236741,Consulting & Strategy,Analysts,Contract/Temp
1729,50246728,Information & Communication Technology,Business/Systems Analysts,Full Time
1730,50246943,Information & Communication Technology,Business/Systems Analysts,Full Time
1731,50247543,Information & Communication Technology,Management,Contract/Temp
1732,50247862,Information & Communication Technology,Other,Contract/Temp
1733,50248956,Information & Communication Technology,Database Development & Administration,Contract/Temp
1734,50249469,Information & Communication Technology,Developers/Programmers,Contract/Temp
1735,50249691,Information & Communication Technology,Consultants,Full Time
1736,50250562,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1737,50251893,Information & Communication Technology,Database Development & Administration,Contract/Temp
1738,50259184,Information & Communication Technology,Database Development & Administration,Contract/Temp
1739,50261784,Education & Training,Other,Full Time
1740,50261785,Government & Defence,Government - State,Full Time
1741,50262813,Information & Communication Technology,Other,Full Time
1742,50263893,"Mining, Resources & Energy",Mining - Exploration & Geoscience,Full Time
1743,50264101,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1744,50264156,Information & Communication Technology,Product Management & Development,Full Time
1745,50265670,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1746,50269160,Information & Communication Technology,Database Development & Administration,Full Time
1747,50270868,"Mining, Resources & Energy",Mining - Exploration & Geoscience,Full Time
1748,50271161,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1749,50271490,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1750,50272575,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1751,50278557,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1752,50284114,Science & Technology,Other,Full Time
1753,50298668,Information & Communication Technology,Other,Full Time
1754,50302831,Information & Communication Technology,Business/Systems Analysts,Full Time
1755,50303706,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1756,50303888,Information & Communication Technology,Other,Full Time
1757,50307235,Information & Communication Technology,Developers/Programmers,Contract/Temp
1758,50307364,Information & Communication Technology,Engineering - Software,Full Time
1759,50309769,Information & Communication Technology,Business/Systems Analysts,Full Time
1760,50309824,Information & Communication Technology,Other,Full Time
1761,50309961,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1762,50313622,Information & Communication Technology,Database Development & Administration,Contract/Temp
1763,50314304,Banking & Financial Services,Analysis & Reporting,Full Time
1764,50314461,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1765,50319450,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1766,50326963,Information & Communication Technology,Other,Contract/Temp
1767,50327005,Information & Communication Technology,Other,Contract/Temp
1768,50327024,Information & Communication Technology,Developers/Programmers,Contract/Temp
1769,50327061,Information & Communication Technology,Engineering - Software,Contract/Temp
1770,50327472,Information & Communication Technology,Architects,Contract/Temp
1771,50327591,Science & Technology,"Environmental, Earth & Geosciences",Contract/Temp
1772,50327708,Information & Communication Technology,Consultants,Contract/Temp
1773,50327960,Information & Communication Technology,Other,Contract/Temp
1774,50328132,Information & Communication Technology,Database Development & Administration,Contract/Temp
1775,50328222,Information & Communication Technology,Other,Contract/Temp
1776,50331122,Information & Communication Technology,Business/Systems Analysts,Full Time
1777,50331851,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1778,50337898,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1779,50338123,Information & Communication Technology,Other,Full Time
1780,50338431,Information & Communication Technology,Architects,Contract/Temp
1781,50347384,Information & Communication Technology,Consultants,Full Time
1782,50358869,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1783,50358870,Education & Training,Other,Full Time
1784,50365446,Information & Communication Technology,Developers/Programmers,Full Time
1785,50370202,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
